Customer_id,pl_score,hl_score,cl_score,twl_score,cc_score
6382769,3,0,1,6,5
6382772,3,2,5,4,8
6382796,6,6,0,4,10
6382861,4,1,2,1,6
6382934,5,7,4,7,8
6383067,4,8,1,8,9
6383198,6,0,6,3,5
6383307,5,8,2,0,0
6383374,5,7,0,0,9
6383428,5,5,8,7,3
6383640,3,4,4,5,3
6383697,6,3,1,4,5
6383723,5,0,2,0,10
6383731,4,2,3,3,7
6383839,3,4,3,3,8
6383961,5,9,7,7,6
6384421,5,9,9,6,2
6384440,4,0,10,4,9
6384452,6,5,5,10,7
6384487,6,8,9,1,5
6384563,5,10,1,1,0
6384655,1,8,0,5,7
6384954,5,2,2,5,10
6384979,5,0,7,2,7
6385148,6,6,10,4,2
6385230,4,7,6,3,4
6385231,5,1,9,1,1
6385241,4,8,7,6,1
6385402,5,5,4,1,5
6385450,10,5,5,8,5
6385509,8,2,1,1,5
6385553,5,10,2,9,6
6385745,9,8,6,6,1
6385828,5,4,3,2,8
6385850,4,0,5,5,7
6386014,6,7,4,2,0
6386132,5,0,0,4,5
6386228,1,5,7,5,1
6386507,10,0,10,7,0
6386509,5,0,8,7,0
6386693,8,4,9,9,3
6386705,6,7,4,3,4
6386829,4,8,3,5,8
6386864,1,2,8,10,10
6386870,6,6,10,2,5
6387408,3,5,9,6,9
6387585,6,9,10,10,2
6387588,1,5,9,2,3
6387905,1,7,9,8,7
6387909,6,1,4,8,0
6388310,5,2,7,10,8
6388412,6,0,2,10,5
6388528,5,3,3,5,3
6388542,6,6,10,0,6
6388745,8,10,6,1,8
6388941,6,5,0,2,0
6388969,6,4,10,2,3
6389119,6,6,10,10,5
6389206,5,6,10,1,6
6389377,6,8,6,3,1
6389623,5,8,2,2,10
6389645,4,6,6,3,10
6389673,4,9,2,2,10
6389809,5,6,2,10,10
6389931,3,3,0,7,9
6390026,9,5,9,2,2
6390109,3,2,9,3,9
6390206,1,3,4,0,4
6390398,5,1,6,5,3
6390445,5,10,9,0,2
6390457,3,2,4,8,4
6390661,4,8,8,2,7
6390688,6,8,2,6,10
6390741,4,3,9,8,0
6390795,4,7,6,5,1
6390975,5,5,3,8,0
6391255,10,5,2,5,2
6391332,1,2,3,10,6
6391349,6,4,6,4,3
6391411,4,2,0,6,7
6391457,1,2,7,6,9
6391643,7,0,3,5,3
6391660,5,1,5,6,6
6391691,9,7,5,2,9
6391692,1,10,7,7,6
6391701,3,5,3,3,9
6391915,6,0,9,2,3
6391938,3,4,3,6,8
6391962,5,6,2,8,3
6392050,4,5,3,1,8
6392057,3,3,4,3,3
6392175,6,2,6,8,6
6392203,4,4,9,7,5
6392350,5,1,9,2,8
6392610,3,5,3,10,3
6392717,4,6,0,0,7
6392719,10,1,5,2,3
6392733,4,5,4,4,10
6392844,3,8,3,7,8
6392878,1,2,0,6,1
6392954,6,7,7,7,8
6392967,6,2,4,0,1
6392970,4,9,3,0,7
6393101,6,7,1,1,5
6393164,4,0,4,1,2
6393220,3,7,2,0,6
6393231,3,5,10,1,0
6393690,5,3,0,2,5
6393753,6,0,2,0,8
6393878,5,9,7,9,8
6393918,5,2,4,0,10
6394016,5,7,2,10,4
6394181,4,6,0,0,5
6394227,1,5,9,7,3
6394268,4,10,6,2,7
6394272,4,8,3,5,2
6394304,5,8,5,8,1
6394312,5,7,3,1,10
6394400,3,2,0,5,9
6394401,5,9,3,8,6
6394447,4,5,9,8,8
6394467,1,8,0,10,5
6394480,6,3,1,2,5
6394628,1,5,2,7,8
6394701,5,0,8,5,9
6394739,6,6,2,2,10
6394936,6,1,8,7,2
6394995,6,3,4,1,1
6395005,7,9,1,4,0
6395024,6,3,3,6,2
6395034,5,5,9,6,10
6395314,4,8,8,6,8
6395322,6,10,7,5,6
6395333,5,9,2,9,0
6395511,3,4,7,4,2
6395555,10,9,6,3,5
6395665,1,4,6,8,0
6395735,1,9,9,0,1
6395778,4,6,2,6,3
6395823,5,3,2,5,7
6396013,3,9,6,2,9
6396023,1,9,9,1,6
6396075,6,0,7,8,5
6396230,6,4,0,1,3
6396284,3,0,4,10,7
6396359,6,6,4,5,7
6396379,1,3,2,3,2
6396401,1,5,2,5,2
6396964,5,8,5,0,10
6396981,6,1,0,4,0
6397039,8,4,3,3,2
6397067,6,5,7,1,2
6397160,8,10,9,9,6
6397228,5,10,6,2,0
6397266,3,6,5,4,8
6397516,5,8,3,5,3
6397660,6,9,0,5,2
6397675,5,7,2,6,3
6397691,1,0,1,9,2
6397741,4,4,1,4,8
6397844,4,1,3,1,0
6397845,1,6,3,4,1
6397904,5,10,8,4,6
6397962,4,6,5,7,7
6397980,10,9,4,0,4
6398001,5,9,7,7,9
6398134,5,9,8,8,3
6398196,10,3,4,9,10
6398220,8,10,2,3,5
6398232,6,3,6,0,10
6398345,6,6,1,9,1
6398407,5,0,6,9,3
6398411,5,2,6,10,5
6398458,1,10,7,8,1
6398487,1,2,1,10,4
6398493,5,10,0,1,4
6398568,5,2,4,6,5
6398587,9,10,7,3,1
6398631,1,6,9,2,5
6398696,7,3,1,1,4
6399142,1,10,9,1,6
6399160,3,0,5,0,10
6399313,5,3,3,9,8
6399392,5,10,1,9,0
6399627,8,5,2,9,2
6399649,6,7,7,1,7
6399699,6,7,3,8,4
6399706,3,9,3,6,0
6399911,1,2,0,8,10
6399975,1,9,8,4,0
6400022,5,6,6,5,7
6400095,4,6,0,3,2
6400135,5,7,6,1,3
6400296,3,7,6,2,9
6400323,5,5,2,7,9
6400342,4,4,4,1,0
6400421,6,10,7,2,9
6400506,5,4,5,7,9
6400575,3,2,6,8,6
6400580,5,8,0,3,0
6400593,5,7,7,0,1
6400646,1,8,4,2,5
6400707,4,1,0,8,10
6400802,1,6,8,1,3
6400924,3,6,3,8,10
6400937,1,4,4,5,6
6400952,3,5,1,10,6
6400978,6,1,2,5,3
6401054,5,3,7,1,9
6401315,5,10,0,2,5
6401334,5,2,9,2,9
6401415,3,9,6,3,1
6401477,5,5,3,1,6
6401487,6,8,1,4,3
6401521,6,7,9,4,3
6401525,4,1,7,10,3
6401605,3,6,0,0,9
6401630,4,2,7,1,7
6401669,4,3,5,4,3
6401729,9,6,2,5,0
6401792,4,7,0,4,9
6401823,10,10,2,3,7
6402019,5,5,0,0,4
6402048,5,8,4,1,8
6402055,5,0,6,9,9
6402344,5,9,2,10,6
6402444,4,3,2,5,0
6402466,6,9,9,7,6
6402585,5,8,0,9,0
6402692,5,1,9,3,10
6402718,3,4,2,1,7
6402826,5,4,3,5,2
6402906,5,0,1,0,2
6402962,6,7,8,8,8
6403000,3,3,3,0,9
6403027,5,4,6,2,6
6403077,5,10,0,9,9
6403144,5,10,1,5,8
6403193,3,6,9,6,7
6403194,5,3,9,0,9
6403196,1,10,4,7,1
6403208,6,0,4,3,4
6403236,5,8,8,1,5
6403412,5,6,10,7,9
6403535,5,0,4,2,3
6403567,5,10,9,2,10
6403650,4,9,2,5,8
6403767,3,7,8,5,10
6403842,4,3,7,2,10
6403853,5,0,9,3,9
6404038,6,0,9,10,2
6404206,5,9,10,2,1
6404383,6,1,4,2,8
6404554,5,6,3,10,0
6404631,5,5,6,1,10
6404649,5,8,10,0,2
6404671,5,10,9,0,9
6404729,5,10,3,0,2
6404735,6,10,3,10,2
6404764,5,7,7,5,5
6404821,4,0,5,4,8
6404941,5,9,0,0,10
6404971,5,5,0,8,7
6405095,3,6,4,4,10
6405238,4,8,9,6,4
6405360,5,0,0,10,1
6405385,1,6,7,10,1
6405601,1,1,3,1,7
6405784,4,8,5,8,9
6406018,5,4,10,7,8
6406055,4,6,4,8,5
6406095,6,4,7,6,7
6406206,4,8,0,3,5
6406231,6,10,9,8,8
6406252,8,2,4,7,6
6406312,3,9,0,5,9
6406486,5,1,10,6,8
6406489,5,0,6,2,1
6406628,4,6,10,2,7
6406635,5,9,10,2,10
6406653,6,0,1,7,4
6406738,5,2,3,5,3
6406748,5,0,3,6,4
6406817,3,3,10,7,9
6406839,5,4,10,4,6
6406923,5,6,3,5,4
6406995,1,5,2,5,6
6407013,4,4,3,1,1
6407018,4,5,2,1,0
6407117,1,9,4,9,4
6407216,4,6,8,7,2
6407286,5,10,0,1,7
6407475,5,4,3,8,10
6407664,5,5,9,1,9
6407790,3,8,1,2,0
6408026,5,0,2,6,6
6408108,5,0,0,7,1
6408401,5,0,10,4,5
6408637,5,6,7,4,2
6408657,7,1,6,4,4
6408693,1,4,3,3,9
6408729,4,8,1,6,2
6408807,1,10,4,8,2
6408832,5,3,6,9,1
6409105,5,5,3,8,3
6409116,6,2,5,7,9
6409190,1,7,1,0,4
6409356,4,1,3,3,7
6409482,6,7,6,0,10
6409508,4,8,2,10,10
6409559,6,4,4,7,3
6409825,4,6,10,9,7
6409827,6,9,4,10,10
6410137,5,0,7,4,0
6410192,5,2,1,4,7
6410209,1,10,4,2,8
6410224,4,7,9,7,0
6410281,6,2,7,7,9
6410418,3,10,5,5,0
6410419,4,2,9,7,7
6410428,4,5,10,5,8
6410458,5,8,0,2,5
6410519,5,3,1,2,6
6410543,1,8,9,6,6
6410570,5,2,5,10,8
6410642,1,3,1,10,4
6410660,4,1,5,4,7
6410850,9,10,6,6,10
6410889,6,3,7,5,4
6410911,1,0,4,6,4
6411160,6,1,3,5,0
6411249,5,1,4,1,7
6411272,5,4,0,0,0
6411313,6,2,8,9,5
6411476,5,7,3,8,2
6411731,4,5,0,2,2
6411791,4,9,5,5,4
6411831,5,4,6,2,7
6412055,6,10,0,8,2
6412101,5,0,0,3,0
6412277,5,5,1,3,2
6412300,5,2,7,9,10
6412329,5,0,7,9,7
6412383,3,5,4,9,7
6412447,10,2,0,4,4
6412510,4,0,7,9,0
6412637,7,5,7,6,3
6412714,3,2,1,6,3
6412861,5,3,6,4,4
6412878,4,9,0,7,5
6412907,9,3,3,3,7
6413069,6,3,2,2,1
6413198,4,4,8,1,1
6413329,6,2,8,9,2
6413353,5,6,7,2,1
6413395,4,2,3,3,1
6413522,4,8,8,5,5
6413528,5,9,8,3,1
6413776,3,3,0,4,2
6413914,5,5,9,7,3
6414010,5,0,5,1,9
6414192,5,6,5,6,8
6414286,3,9,10,6,8
6414319,4,6,3,1,2
6414364,1,6,3,6,6
6414781,5,4,4,8,5
6414901,3,7,3,6,0
6414919,3,5,4,9,3
6414923,4,8,2,9,10
6415019,5,4,0,3,0
6415139,4,10,0,1,7
6415269,5,8,9,8,1
6415579,4,2,1,3,8
6415605,5,5,2,3,0
6415787,4,5,0,8,3
6415806,5,1,7,8,0
6415857,5,1,6,1,9
6416022,6,4,9,1,10
6416109,5,3,1,4,2
6416205,4,5,1,4,7
6416243,5,2,2,9,9
6416299,5,6,5,6,2
6416393,5,8,8,0,7
6416513,5,4,7,0,0
6416583,6,7,0,6,10
6416600,7,3,3,8,8
6416791,6,8,9,0,9
6416883,6,4,7,8,6
6417049,1,10,0,10,6
6417080,5,2,6,7,4
6417162,5,7,10,10,4
6417529,5,10,9,0,10
6417807,6,10,1,7,7
6417828,4,8,6,8,5
6417840,5,7,0,5,0
6417872,5,8,1,6,3
6418006,5,9,5,1,9
6418189,5,8,7,3,5
6418229,4,1,10,10,4
6418231,7,9,1,7,4
6418252,3,2,5,5,1
6418337,4,4,8,4,6
6418422,4,4,3,7,10
6418514,5,3,5,3,3
6418608,4,1,4,2,1
6418768,4,7,6,5,7
6418861,5,7,4,10,8
6418957,4,4,2,6,6
6419102,4,8,1,1,0
6419195,5,3,10,1,10
6419418,6,6,9,0,5
6419454,6,3,6,3,4
6419539,8,1,7,8,10
6419706,6,9,10,7,0
6419786,3,10,0,8,4
6419850,3,7,2,7,3
6420044,5,1,8,8,2
6420215,4,8,3,4,0
6420347,6,7,5,1,4
6420455,6,10,8,7,6
6420468,3,10,1,6,9
6420676,4,7,1,0,1
6420849,4,8,0,7,8
6420871,5,3,10,1,7
6421001,4,5,0,1,5
6421083,3,4,8,2,7
6421213,4,3,8,4,2
6421251,6,9,6,9,6
6421442,5,2,8,2,0
6421513,1,5,1,5,8
6421526,9,8,6,5,3
6421610,4,5,8,4,1
6421713,5,9,3,5,5
6421736,3,10,6,1,1
6421886,1,2,4,8,4
6422051,1,0,4,3,8
6422092,5,7,8,10,2
6422101,5,9,2,8,2
6422134,9,1,5,2,4
6422224,6,10,9,1,10
6422301,6,1,2,4,10
6422481,4,8,7,3,4
6422560,5,0,1,2,6
6422625,6,8,9,4,6
6422666,6,10,10,3,6
6422704,5,8,3,1,2
6423010,4,1,4,1,3
6423087,4,3,9,5,0
6423090,1,0,8,2,6
6423093,1,0,0,5,0
6423095,4,9,9,0,6
6423228,3,1,1,2,10
6423266,5,6,8,8,7
6423367,4,6,3,9,3
6423462,6,4,4,9,5
6423466,5,0,0,3,1
6423576,5,6,1,2,5
6423583,6,3,6,0,9
6423621,4,0,0,9,5
6423718,6,3,4,7,10
6423747,6,7,3,6,9
6423816,4,9,3,3,10
6423885,6,6,6,4,10
6423898,5,3,8,3,2
6423904,9,0,4,8,6
6424070,5,10,9,9,8
6424196,5,3,7,4,10
6424254,6,1,5,1,6
6424300,1,0,0,7,8
6424395,1,3,2,9,10
6424411,5,9,4,4,9
6424451,4,0,5,0,4
6424571,6,8,9,6,9
6424666,5,9,7,7,8
6424835,4,3,3,2,3
6424882,5,7,0,2,4
6425139,3,8,3,1,0
6425151,6,9,8,2,3
6425174,4,2,5,2,1
6425209,5,8,7,1,6
6425261,5,0,7,4,0
6425299,5,7,5,5,3
6425322,5,7,0,4,3
6425334,7,4,10,9,1
6425351,5,1,4,5,8
6425466,6,1,5,9,1
6425550,3,2,2,8,5
6425557,3,9,3,5,4
6425566,5,9,2,5,10
6425589,5,6,10,4,7
6425685,6,10,7,1,4
6425755,1,5,2,2,0
6425806,3,5,6,1,4
6425873,1,8,10,5,1
6425945,5,5,10,6,0
6425949,6,0,8,3,6
6426147,3,5,6,8,0
6426148,4,2,7,4,6
6426187,5,4,9,0,5
6426371,10,5,9,5,6
6426394,5,10,10,4,8
6426545,3,0,2,6,3
6426559,5,7,0,1,4
6426730,6,3,4,2,0
6426745,4,6,5,2,5
6426795,6,1,6,1,9
6426825,1,5,10,1,5
6426910,5,6,8,7,1
6426952,6,3,1,2,6
6427066,4,9,9,5,5
6427382,1,2,6,5,10
6427453,1,9,1,1,2
6427486,4,7,9,7,6
6427493,5,3,9,0,0
6427494,1,3,8,10,1
6427530,1,6,6,5,4
6427574,4,2,1,4,1
6427613,6,6,5,0,2
6427614,5,3,10,5,7
6427778,5,4,3,0,2
6427890,6,5,10,5,8
6427935,6,9,3,8,4
6428133,1,1,2,5,10
6428176,4,5,0,6,6
6428189,1,3,2,2,1
6428212,5,1,9,5,0
6428354,5,9,1,0,4
6428364,10,2,1,1,0
6428393,6,4,3,10,1
6428447,5,9,9,3,6
6428654,5,3,3,4,3
6428677,4,8,5,7,5
6428813,6,3,0,4,7
6428902,6,7,5,7,2
6428923,1,7,8,7,5
6428967,8,6,9,10,6
6429185,5,0,7,4,9
6429306,10,5,1,4,4
6429381,1,10,6,2,0
6429391,4,0,2,7,1
6429470,5,7,1,9,5
6429590,5,3,7,3,0
6429636,3,6,9,3,3
6429657,5,8,1,10,9
6429704,1,0,1,3,4
6429828,1,8,0,6,7
6429859,4,7,3,9,5
6429894,4,0,8,4,10
6429918,6,10,2,8,9
6429919,4,0,0,8,3
6430112,5,2,2,5,0
6430146,1,10,2,8,5
6430167,1,2,7,4,6
6430286,1,5,9,10,10
6430362,1,8,10,4,2
6430375,5,10,5,10,10
6430382,3,7,8,2,5
6430576,6,10,6,6,1
6430738,3,6,7,1,8
6430772,4,5,6,0,7
6430950,4,7,5,1,9
6431099,3,10,8,6,0
6431144,3,9,4,3,10
6431204,4,10,0,2,0
6431423,5,1,1,4,1
6431585,6,1,3,1,7
6431620,6,1,1,9,0
6431640,1,9,1,6,9
6431721,9,7,6,1,2
6431725,5,3,8,6,0
6431787,5,2,8,5,8
6431788,6,3,6,1,4
6431917,1,9,8,3,1
6431932,1,1,7,8,8
6432006,4,8,6,0,3
6432103,4,3,9,9,2
6432203,4,0,2,8,6
6432204,4,8,6,0,10
6432294,4,10,1,5,10
6432301,5,2,5,1,9
6432362,5,9,0,3,10
6432413,10,10,9,1,6
6432471,5,5,5,6,3
6432675,4,3,0,5,7
6432701,6,4,9,5,4
6432837,3,2,3,7,7
6432880,6,0,4,7,3
6432972,3,6,7,8,10
6433023,5,10,5,2,6
6433078,3,3,9,5,2
6433188,5,1,8,2,1
6433243,5,5,9,10,7
6433355,4,3,2,9,8
6433372,1,9,9,10,9
6433426,1,7,1,6,2
6433512,4,3,10,0,6
6433540,5,10,3,2,3
6433618,8,2,8,9,3
6433630,3,10,0,5,10
6433683,8,4,6,7,6
6433739,6,6,8,0,2
6433764,6,6,4,2,10
6433848,4,8,4,7,2
6433895,3,9,0,7,9
6433911,1,10,9,2,8
6433930,4,10,8,2,0
6433993,3,6,7,10,1
6434058,1,0,4,5,5
6434197,10,4,8,8,5
6434216,9,3,6,2,2
6434264,5,0,3,7,8
6434282,3,3,2,8,5
6434307,3,2,3,2,3
6434364,5,1,1,2,2
6434442,3,6,5,6,6
6434548,1,9,7,1,9
6434713,5,4,3,6,7
6434841,5,8,8,2,9
6434883,9,2,4,3,6
6434904,1,5,1,3,1
6434925,5,9,7,10,0
6434997,4,7,7,6,6
6435052,3,10,6,2,2
6435100,1,1,6,0,3
6435198,4,5,3,3,3
6435269,3,6,9,1,8
6435292,3,9,9,2,3
6435450,5,2,7,5,7
6435552,1,10,2,6,10
6435630,3,4,7,10,10
6435705,7,3,6,7,8
6435761,6,7,2,4,8
6435921,5,1,2,3,5
6435936,4,2,0,7,7
6436037,5,2,8,3,5
6436331,4,9,4,1,10
6436336,6,3,7,10,4
6436373,5,2,1,4,3
6436537,5,7,10,8,9
6436587,5,4,8,7,10
6436697,3,5,2,10,0
6437093,8,9,3,8,4
6437283,6,10,0,1,2
6437402,6,1,3,2,0
6437429,1,2,8,2,2
6437479,5,0,9,6,9
6437619,1,8,6,7,6
6437671,3,1,7,9,9
6437705,1,5,5,1,5
6437728,5,9,5,6,6
6437811,6,0,4,5,9
6437848,4,7,9,4,1
6438098,6,10,5,10,4
6438104,5,10,10,3,7
6438118,5,4,0,2,7
6438203,1,9,3,5,1
6438309,5,8,8,2,8
6438440,9,9,8,4,4
6438612,5,0,4,3,9
6438613,3,4,1,10,5
6438614,6,3,8,2,7
6438638,1,4,1,1,10
6438851,7,8,7,10,2
6438893,4,2,8,3,9
6439174,3,5,7,8,0
6439471,5,10,2,1,6
6439516,9,8,10,6,10
6439545,4,2,9,8,4
6439648,4,2,4,4,6
6439691,6,10,7,3,10
6439744,4,3,2,4,1
6439758,1,10,6,4,3
6439777,4,3,1,0,4
6439847,5,7,6,10,7
6440025,4,2,7,8,0
6440438,10,6,8,0,10
6440571,4,9,10,5,1
6440639,5,8,10,6,5
6440764,5,8,1,8,8
6440952,5,4,7,2,2
6440957,5,10,7,7,1
6441064,1,10,4,0,4
6441300,4,7,1,8,9
6441307,8,10,0,10,3
6441323,10,6,3,9,2
6441332,4,8,7,5,10
6441336,3,9,5,10,5
6441350,8,9,3,4,0
6441361,3,7,2,2,9
6441425,4,8,10,4,8
6441481,5,3,5,5,4
6441601,3,5,4,10,3
6441608,4,5,2,9,5
6441617,5,8,4,1,9
6441621,6,9,1,3,7
6441628,5,8,0,7,7
6441702,5,0,4,7,10
6441778,3,6,1,1,5
6441832,1,6,7,5,2
6441867,3,1,6,0,5
6441944,4,10,10,6,5
6442101,1,1,0,3,10
6442117,4,10,10,9,1
6442245,6,7,2,10,6
6442267,5,8,10,6,3
6442413,6,1,2,6,7
6442478,6,10,2,3,5
6442553,5,5,10,3,4
6442610,1,6,9,4,9
6442665,4,8,1,4,5
6442782,5,8,10,10,3
6442784,4,5,1,0,8
6442902,1,6,6,5,7
6442906,4,9,2,1,9
6442995,5,1,7,5,7
6443065,6,6,1,2,10
6443172,1,2,5,3,0
6443377,5,2,3,2,9
6443460,6,6,2,0,1
6443497,6,3,10,10,2
6443502,6,6,1,3,0
6443528,4,7,8,2,9
6443545,9,3,2,10,4
6443693,6,6,9,10,2
6443732,6,9,8,4,4
6443875,5,3,8,9,3
6443927,1,1,6,3,7
6444097,1,2,9,1,9
6444110,9,0,3,0,6
6444337,6,2,8,3,4
6444389,6,0,6,5,7
6444490,9,4,9,6,10
6444601,3,2,10,0,10
6444717,1,4,10,7,6
6444765,5,3,0,9,1
6444816,7,4,0,4,1
6444822,5,6,10,0,8
6444884,5,2,3,8,3
6444998,4,3,7,2,4
6445034,3,8,7,1,9
6445059,3,0,6,9,3
6445092,6,7,2,2,5
6445149,1,1,9,7,10
6445195,6,7,5,0,10
6445426,6,3,0,5,4
6445701,6,6,3,1,0
6445761,1,4,9,4,5
6445840,6,0,6,7,10
6445964,8,0,8,9,1
6445980,5,8,0,5,5
6446002,6,10,5,4,7
6446168,5,3,2,7,1
6446259,1,9,10,5,6
6446277,5,10,9,1,3
6446418,5,9,5,2,10
6446427,8,10,10,1,6
6446553,1,9,2,5,4
6446606,6,3,2,5,4
6446659,3,8,8,9,2
6446847,6,8,4,8,2
6447029,5,0,2,9,7
6447120,4,4,6,0,1
6447149,4,8,0,3,7
6447187,4,8,4,4,9
6447193,4,10,3,7,0
6447444,5,4,1,2,2
6447746,6,8,5,7,8
6447808,3,1,2,4,0
6447892,4,1,9,1,6
6447958,1,2,1,8,10
6448021,5,5,9,9,1
6448038,5,9,7,7,1
6448062,5,8,5,7,4
6448091,3,4,6,6,0
6448148,5,6,9,9,9
6448288,3,6,3,8,10
6448299,6,3,6,7,1
6448453,5,4,8,2,6
6448552,5,7,4,4,10
6448639,1,1,7,8,0
6448780,5,0,10,6,10
6448871,6,5,7,2,1
6448884,4,1,10,5,2
6448960,5,10,3,1,0
6449017,3,4,7,5,6
6449553,5,2,4,2,0
6449697,3,10,9,6,9
6449757,10,3,6,2,0
6449802,6,9,7,1,5
6449944,5,0,6,0,10
6450182,5,1,5,2,6
6450253,6,5,0,1,5
6450260,4,6,2,5,4
6450768,5,5,6,0,9
6450881,5,9,5,5,9
6451102,3,0,4,0,0
6451199,4,5,8,10,9
6451250,4,9,5,3,1
6451271,4,1,1,9,4
6451303,5,3,4,3,7
6451496,6,2,3,10,4
6451516,6,5,6,0,6
6451524,5,6,4,7,10
6451564,8,1,10,2,5
6451628,5,3,0,9,10
6451761,6,4,5,4,3
6451942,5,1,6,9,9
6452205,5,9,5,10,5
6452211,8,8,10,7,9
6452257,7,10,0,0,8
6452332,5,4,1,5,6
6452532,3,7,4,2,4
6452878,3,5,9,3,9
6452987,6,9,10,5,4
6453037,1,0,4,9,6
6453065,5,7,1,2,7
6453136,5,9,3,2,5
6453175,5,1,0,0,10
6453254,10,9,9,6,6
6453336,5,7,10,7,2
6453375,4,5,8,1,1
6453394,6,6,10,9,6
6453581,5,10,2,2,8
6453808,1,2,1,2,3
6453963,6,4,8,5,7
6454019,4,6,5,6,2
6454030,6,2,4,9,8
6454034,5,2,2,0,4
6454084,5,3,5,2,2
6454087,4,7,5,9,7
6454111,6,9,4,8,3
6454154,4,1,3,4,2
6454229,6,1,9,7,6
6454433,6,6,8,6,7
6454663,6,4,9,7,3
6454736,1,7,8,3,1
6455278,6,8,10,9,8
6455318,3,10,7,8,7
6455330,6,10,3,6,1
6455345,5,6,2,1,6
6455442,4,8,3,4,4
6455446,3,4,9,6,6
6455536,3,9,6,9,10
6455539,5,2,5,2,2
6455548,5,8,3,9,5
6455594,6,6,0,4,3
6455648,6,5,7,1,10
6455713,5,1,9,6,8
6455719,3,7,5,9,8
6455724,1,4,6,5,1
6455906,1,7,1,2,9
6456310,5,3,1,6,10
6456366,4,1,9,8,1
6456380,5,7,9,3,5
6456428,1,3,2,6,4
6456706,4,3,7,9,6
6456736,5,9,1,6,0
6456783,7,1,10,4,3
6456785,4,7,2,7,9
6456847,1,3,4,5,1
6456895,5,0,8,5,3
6457031,1,4,10,1,6
6457118,1,6,5,3,8
6457249,5,1,7,10,8
6457588,1,6,0,6,4
6457682,5,9,7,10,5
6457803,5,10,0,5,2
6457807,6,4,0,8,2
6457826,3,6,4,9,8
6457987,5,5,2,7,2
6458045,4,8,4,1,7
6458083,4,3,4,5,3
6458190,1,0,9,8,8
6458213,5,10,7,8,2
6458248,5,6,7,6,4
6458365,4,6,9,2,2
6458655,1,10,10,0,1
6458742,7,0,7,3,4
6458769,5,6,1,4,4
6458901,5,5,1,2,9
6459072,5,6,4,5,8
6459126,8,3,4,2,8
6459447,5,6,4,10,5
6459749,5,10,0,7,9
6459809,6,5,0,1,0
6459960,5,9,2,6,7
6460027,5,0,1,2,3
6460229,5,4,0,8,8
6460307,1,8,8,10,1
6460327,5,2,9,10,10
6460363,5,3,3,7,5
6460385,5,10,8,9,8
6460464,5,5,8,10,6
6460735,4,10,6,5,5
6460799,4,2,10,2,2
6461072,1,8,8,10,9
6461266,6,6,4,8,4
6461304,10,9,3,6,9
6461316,3,5,3,0,10
6461317,4,7,1,2,3
6461497,5,9,10,6,4
6461501,5,8,1,3,2
6461634,5,2,4,7,0
6461921,5,5,2,8,5
6462038,3,7,1,0,10
6462070,6,0,10,8,8
6462108,1,9,6,5,3
6462128,4,10,3,1,8
6462234,6,7,5,8,8
6462241,6,8,9,0,10
6462249,5,6,8,10,7
6462313,5,2,4,0,1
6462660,4,9,5,3,0
6462708,4,4,8,1,5
6462912,10,4,5,5,9
6463076,5,1,3,7,5
6463173,4,8,1,5,1
6463504,6,5,2,2,2
6463554,9,8,2,5,9
6463596,5,7,5,2,4
6463598,5,0,9,2,2
6463836,7,9,7,6,4
6463854,9,7,1,10,3
6463935,6,8,6,2,10
6464054,5,3,2,6,10
6464308,5,9,0,2,3
6464323,6,0,8,8,0
6464355,5,0,6,3,7
6464376,5,3,4,7,7
6464511,5,8,8,5,1
6464636,6,7,0,5,1
6464666,3,0,6,9,3
6464720,5,8,4,4,9
6465067,6,5,8,0,4
6465326,5,0,8,4,2
6465333,4,1,6,8,6
6465471,5,10,4,5,5
6465513,9,8,6,4,4
6465549,6,4,1,2,8
6465653,1,9,9,3,1
6465725,3,3,1,3,5
6465783,4,4,1,5,1
6465822,7,3,10,4,7
6465849,6,7,10,6,9
6465857,5,2,0,6,4
6465946,4,5,1,3,10
6465982,5,8,4,6,4
6466061,4,1,3,2,4
6466378,1,0,5,0,8
6466548,6,3,3,10,8
6466707,1,7,0,5,4
6466807,3,6,1,6,9
6466934,4,2,3,3,3
6467040,1,2,5,5,8
6467176,4,2,1,10,0
6467232,5,4,8,7,4
6467246,4,9,1,6,1
6467293,5,10,10,7,1
6467339,6,9,3,0,4
6467384,4,1,1,8,2
6467605,5,1,1,10,10
6467762,4,6,7,4,9
6467778,5,5,8,7,2
6467802,6,8,10,2,4
6467830,4,10,6,3,7
6467835,5,1,2,9,8
6467900,5,0,9,2,7
6467925,4,7,6,10,5
6468169,5,6,3,5,8
6468215,4,0,4,6,7
6468313,6,0,5,9,4
6468602,5,9,4,0,2
6468647,5,0,8,10,7
6468702,1,7,10,6,1
6468873,4,0,9,4,3
6469008,5,5,1,0,8
6469021,6,9,5,8,5
6469094,9,9,2,4,6
6469096,4,0,4,8,10
6469181,3,9,9,10,1
6469494,4,1,9,6,6
6469527,1,0,2,5,5
6469681,6,10,6,10,6
6469843,4,7,5,10,0
6469854,3,4,4,4,2
6469964,4,7,1,9,10
6470100,4,2,10,3,6
6470105,4,5,9,7,7
6470151,5,8,8,3,2
6470214,5,8,5,4,5
6470256,1,6,7,5,8
6470522,4,3,6,4,0
6470572,5,10,5,0,10
6470675,1,2,5,4,10
6470758,1,6,0,7,7
6470806,6,7,0,9,10
6471003,6,8,6,7,5
