Age,Gender,Income,Expenses,Company,Experience,Eligibility
28,f,60024,55822.32,Rank 2,8,no
31,f,74176,59340.8,Rank 3,11,yes
28,f,28307,27457.79,Rank 3,8,no
56,f,68683,60441.04,Rank 3,36,no
45,f,48097,36553.72,Rank 2,25,yes
35,f,48966,26931.3,Rank 2,15,yes
43,f,31610,30977.8,Rank 3,23,no
37,f,72098,63446.24,Rank 3,17,yes
58,m,137113,126143.96,Rank 1,38,yes
32,f,73610,64776.8,Rank 1,12,yes
33,f,30812,25573.96,Rank 2,13,yes
23,f,15932,9240.56,Rank 3,3,no
50,f,59683,46552.74,Rank 3,30,no
25,f,40538,39321.86,Rank 3,5,no
43,m,49138,47663.86,Rank 3,23,no
46,m,108671,107584.29,Rank 3,26,no
35,f,34000,25840,Rank 3,15,yes
36,m,36578,25970.38,Rank 1,16,yes
24,m,32014,26891.76,Rank 3,4,no
45,m,51930,39466.8,Rank 2,25,yes
22,f,47697,32910.93,Rank 3,2,no
58,f,50604,37953,Rank 1,38,yes
52,m,129311,73707.27,Rank 1,32,yes
59,m,106067,67882.88,Rank 1,39,yes
61,m,88580,78836.2,Rank 3,41,no
26,m,92758,48234.16,Rank 3,6,yes
21,f,23972,23732.28,Rank 3,1,no
43,m,68354,54683.2,Rank 1,23,yes
62,m,118005,92043.9,Rank 2,42,no
24,f,29268,15512.04,Rank 1,4,yes
61,f,139514,132538.3,Rank 2,41,no
20,f,34145,22194.25,Rank 3,0,no
48,f,65820,38175.6,Rank 2,28,no
34,m,75948,66834.24,Rank 1,14,yes
64,f,115837,104253.3,Rank 2,44,no
30,f,93927,57295.47,Rank 3,10,yes
37,m,98793,79034.4,Rank 3,17,yes
21,m,49739,36309.47,Rank 3,1,no
45,m,64956,61058.64,Rank 3,25,no
53,f,48486,29091.6,Rank 3,33,no
27,f,97376,81795.84,Rank 3,7,yes
62,f,98117,57889.03,Rank 3,42,no
65,m,52932,36523.08,Rank 1,45,yes
36,f,40444,32759.64,Rank 1,16,yes
27,f,82534,69328.56,Rank 2,7,yes
46,m,99134,84263.9,Rank 2,26,no
51,m,120723,94163.94,Rank 1,31,yes
32,f,29071,22093.96,Rank 2,12,yes
55,f,65745,42076.8,Rank 3,35,no
60,m,144842,89802.04,Rank 2,40,no
55,f,149545,103186.05,Rank 2,35,no
25,f,83798,74580.22,Rank 2,5,no
59,f,148282,127522.52,Rank 3,39,no
56,m,61760,38908.8,Rank 3,36,no
26,f,28547,17699.14,Rank 3,6,yes
26,m,72032,48261.44,Rank 2,6,yes
55,f,46339,24096.28,Rank 3,35,no
46,m,62251,47310.76,Rank 3,26,no
38,f,87418,55947.52,Rank 2,18,yes
62,f,64556,46480.32,Rank 3,42,no
35,f,78018,59293.68,Rank 1,15,yes
64,f,109349,92946.65,Rank 1,44,yes
20,m,22221,19110.06,Rank 1,0,no
26,m,87998,56318.72,Rank 1,6,yes
57,f,125140,80089.6,Rank 1,37,yes
23,f,21641,11469.73,Rank 1,3,yes
54,m,144750,121590,Rank 2,34,no
38,f,76089,48696.96,Rank 1,18,yes
42,m,45961,22980.5,Rank 3,22,yes
61,f,123338,103603.92,Rank 2,41,no
21,m,35542,23102.3,Rank 2,1,no
60,f,90323,90323,Rank 3,40,no
65,f,92626,56501.86,Rank 1,45,yes
40,f,31365,20700.9,Rank 1,20,yes
58,f,112157,104306.01,Rank 2,38,no
21,f,45724,36579.2,Rank 3,1,no
44,m,96216,52918.8,Rank 1,24,yes
51,f,120793,60396.5,Rank 2,31,no
56,m,145287,78454.98,Rank 2,36,no
22,f,19697,13196.99,Rank 1,2,no
35,m,66097,40319.17,Rank 3,15,yes
51,m,59269,37339.47,Rank 1,31,yes
25,m,34726,19099.3,Rank 3,5,no
20,f,25241,23474.13,Rank 1,0,no
31,m,94833,69228.09,Rank 1,11,yes
42,f,60860,39559,Rank 2,22,yes
24,m,31453,26420.52,Rank 3,4,no
64,m,149272,123895.76,Rank 1,44,yes
38,f,79893,48734.73,Rank 2,18,yes
21,f,32987,32657.13,Rank 3,1,no
34,f,57817,54347.98,Rank 2,14,no
61,f,111631,74792.77,Rank 2,41,no
22,f,29602,16281.1,Rank 3,2,no
33,f,38154,31667.82,Rank 3,13,yes
53,f,141183,138359.34,Rank 2,33,no
46,m,81179,69002.15,Rank 3,26,no
39,f,87060,57459.6,Rank 1,19,yes
21,f,23738,12343.76,Rank 3,1,no
44,f,80776,75121.68,Rank 3,24,yes
39,f,37097,18548.5,Rank 2,19,yes
34,f,27551,18734.68,Rank 1,14,yes
59,f,77392,64235.36,Rank 3,39,no
39,m,64789,58310.1,Rank 3,19,yes
62,m,43115,28455.9,Rank 3,42,no
54,m,127055,81315.2,Rank 2,34,no
52,f,99696,60814.56,Rank 3,32,no
37,f,36242,19933.1,Rank 3,17,yes
37,m,42274,35932.9,Rank 1,17,yes
23,f,15825,8862,Rank 2,3,no
24,f,25776,15207.84,Rank 2,4,no
33,m,53606,38596.32,Rank 1,13,yes
61,m,74069,47404.16,Rank 3,41,no
49,m,128655,123508.8,Rank 3,29,no
30,m,27416,21932.8,Rank 3,10,yes
30,f,89556,85973.76,Rank 3,10,no
21,m,49012,30877.56,Rank 1,1,no
24,f,26643,21314.4,Rank 2,4,no
30,f,94080,87494.4,Rank 3,10,yes
22,f,28113,25301.7,Rank 2,2,no
29,f,27493,26393.28,Rank 3,9,no
42,f,25173,23662.62,Rank 2,22,no
49,f,141442,104667.08,Rank 3,29,no
33,f,31882,20085.66,Rank 2,13,yes
61,f,109147,76402.9,Rank 2,41,no
24,f,26171,24339.03,Rank 1,4,no
49,f,60280,47018.4,Rank 1,29,yes
42,m,38890,26445.2,Rank 1,22,yes
28,f,70413,57034.53,Rank 2,8,yes
46,m,127075,127075,Rank 3,26,no
30,m,38143,27844.39,Rank 3,10,yes
20,m,47569,30919.85,Rank 2,0,no
45,f,45488,32751.36,Rank 3,25,yes
55,f,55710,36768.6,Rank 2,35,no
60,f,55565,45563.3,Rank 3,40,no
59,m,86675,77140.75,Rank 2,39,no
25,m,42068,34495.76,Rank 3,5,no
47,f,138465,123233.85,Rank 2,27,no
44,f,55849,32392.42,Rank 3,24,yes
36,m,87878,86999.22,Rank 2,16,no
32,m,77906,38953,Rank 2,12,yes
30,f,48269,27030.64,Rank 3,10,yes
20,m,15128,11799.84,Rank 1,0,no
32,f,78481,49443.03,Rank 3,12,yes
24,m,45390,23148.9,Rank 3,4,no
46,f,95843,94884.57,Rank 1,26,no
44,m,40677,23999.43,Rank 1,24,yes
41,f,82162,60799.88,Rank 1,21,yes
28,m,68937,54460.23,Rank 3,8,yes
41,m,65533,46528.43,Rank 1,21,yes
21,f,37061,30019.41,Rank 2,1,no
28,m,47888,45014.72,Rank 3,8,no
54,m,148376,74188,Rank 2,34,no
56,m,103896,70649.28,Rank 3,36,no
63,f,71737,65998.04,Rank 2,43,no
34,f,41259,24342.81,Rank 3,14,yes
27,f,36493,25545.1,Rank 3,7,yes
64,f,103257,85703.31,Rank 1,44,yes
56,m,53135,51009.6,Rank 3,36,no
59,f,107593,77466.96,Rank 3,39,no
20,f,25927,18926.71,Rank 1,0,no
32,m,51426,40626.54,Rank 1,12,yes
26,f,61020,43324.2,Rank 3,6,yes
45,m,102795,71956.5,Rank 2,25,yes
62,m,116563,58281.5,Rank 3,42,no
32,m,91330,48404.9,Rank 2,12,yes
20,m,40811,37954.23,Rank 2,0,no
24,f,37160,28984.8,Rank 2,4,no
27,f,33781,16890.5,Rank 2,7,yes
29,f,39129,19955.79,Rank 2,9,yes
50,m,97449,52622.46,Rank 3,30,no
39,f,31036,29173.84,Rank 3,19,no
51,f,140000,140000,Rank 1,31,no
28,m,49738,36308.74,Rank 2,8,yes
22,f,47010,36197.7,Rank 3,2,no
42,m,80189,48915.29,Rank 3,22,yes
40,m,98455,50212.05,Rank 3,20,yes
45,f,54885,35675.25,Rank 3,25,yes
51,m,52121,49514.95,Rank 2,31,no
30,f,89198,79386.22,Rank 3,10,yes
36,m,86275,61255.25,Rank 3,16,yes
44,m,30066,17738.94,Rank 1,24,yes
44,m,87870,78204.3,Rank 1,24,yes
35,f,99295,94330.25,Rank 1,15,no
23,f,36369,21094.02,Rank 3,3,no
20,m,21396,12195.72,Rank 3,0,no
50,m,108197,95213.36,Rank 3,30,no
41,m,74069,64440.03,Rank 3,21,yes
39,f,73919,48047.35,Rank 3,19,yes
51,m,113844,97905.84,Rank 2,31,no
20,m,17122,11471.74,Rank 1,0,no
43,m,70023,43414.26,Rank 3,23,yes
24,f,19905,13734.45,Rank 3,4,no
31,m,52581,34703.46,Rank 3,11,yes
25,m,73514,58076.06,Rank 2,5,no
22,m,49167,43758.63,Rank 1,2,no
44,m,43464,33032.64,Rank 2,24,yes
26,m,99855,74891.25,Rank 3,6,yes
55,f,88284,49439.04,Rank 3,35,no
53,f,71315,69888.7,Rank 2,33,no
65,f,104536,96173.12,Rank 3,45,no
42,m,65350,63389.5,Rank 3,22,no
54,m,81360,56138.4,Rank 2,34,no
55,m,88146,47598.84,Rank 1,35,yes
47,m,88346,61842.2,Rank 1,27,yes
24,f,33972,27517.32,Rank 3,4,no
61,f,117215,73845.45,Rank 1,41,yes
46,f,139357,86401.34,Rank 3,26,no
32,m,25585,22514.8,Rank 2,12,no
38,m,60558,59952.42,Rank 2,18,no
61,f,135850,101887.5,Rank 3,41,no
56,m,144790,127415.2,Rank 3,36,no
20,m,40510,36053.9,Rank 2,0,no
33,m,90587,52540.46,Rank 1,13,yes
50,f,49194,33943.86,Rank 2,30,no
33,f,73497,70557.12,Rank 1,13,no
34,f,34912,19550.72,Rank 2,14,yes
48,f,37361,19801.33,Rank 1,28,yes
20,m,40516,28766.36,Rank 3,0,no
61,m,114374,81205.54,Rank 1,41,yes
55,m,67858,48857.76,Rank 2,35,no
64,m,113148,84861,Rank 2,44,no
56,m,87543,81414.99,Rank 1,36,yes
62,m,55857,35189.91,Rank 2,42,no
31,f,75604,55190.92,Rank 3,11,yes
52,f,70495,49346.5,Rank 2,32,no
58,f,121816,60908,Rank 3,38,no
38,f,58466,36248.92,Rank 3,18,yes
44,m,95400,87768,Rank 1,24,yes
48,m,84042,75637.8,Rank 3,28,no
53,m,98785,81991.55,Rank 3,33,no
32,m,29269,27512.86,Rank 2,12,no
26,f,95640,89901.6,Rank 3,6,yes
34,m,87687,76287.69,Rank 1,14,yes
49,m,104954,102854.92,Rank 1,29,no
32,f,62680,48263.6,Rank 2,12,yes
28,f,67866,35290.32,Rank 3,8,yes
56,f,147859,97586.94,Rank 3,36,no
63,m,104340,100166.4,Rank 2,43,no
49,m,149969,101978.92,Rank 2,29,no
57,f,93712,79655.2,Rank 3,37,no
30,f,29759,19045.76,Rank 3,10,yes
29,f,95539,86940.49,Rank 2,9,yes
22,m,29406,16761.42,Rank 3,2,no
53,m,50645,38996.65,Rank 2,33,no
33,m,31240,24992,Rank 2,13,yes
48,m,85505,53868.15,Rank 3,28,no
64,m,35911,23342.15,Rank 3,44,no
61,f,124245,75789.45,Rank 2,41,no
32,m,73303,51312.1,Rank 3,12,yes
44,f,60613,41216.84,Rank 2,24,yes
38,f,59259,46814.61,Rank 1,18,yes
37,m,78257,68866.16,Rank 1,17,yes
24,f,45300,38505,Rank 2,4,no
63,m,145123,108842.25,Rank 2,43,no
58,m,40957,29898.61,Rank 3,38,no
28,f,42287,34252.47,Rank 3,8,yes
30,f,64529,50332.62,Rank 3,10,yes
60,m,86561,75308.07,Rank 2,40,no
35,f,81698,65358.4,Rank 2,15,yes
53,m,75046,65290.02,Rank 1,33,yes
32,f,42503,42077.97,Rank 2,12,no
57,f,80779,80779,Rank 2,37,no
60,f,74639,49261.74,Rank 3,40,no
33,f,28417,16481.86,Rank 1,13,yes
28,m,56551,54288.96,Rank 2,8,no
44,m,74146,45970.52,Rank 1,24,yes
58,f,147239,139877.05,Rank 2,38,no
48,m,143354,83145.32,Rank 3,28,no
28,m,73019,54764.25,Rank 1,8,yes
37,f,43062,39186.42,Rank 1,17,no
28,m,44513,38281.18,Rank 1,8,yes
46,f,50499,38884.23,Rank 1,26,yes
41,f,49916,25956.32,Rank 1,21,yes
44,m,77166,73307.7,Rank 3,24,no
29,f,63491,36189.87,Rank 1,9,yes
23,m,19088,14316,Rank 1,3,no
21,f,36059,19832.45,Rank 3,1,no
28,f,67731,58925.97,Rank 1,8,yes
58,m,77947,75608.59,Rank 1,38,no
34,f,78485,65142.55,Rank 1,14,yes
25,m,74444,43921.96,Rank 3,5,no
52,m,145304,111884.08,Rank 1,32,yes
58,f,145208,145208,Rank 1,38,no
58,f,128566,101567.14,Rank 3,38,no
53,m,106566,59676.96,Rank 2,33,no
22,m,22776,12071.28,Rank 2,2,no
45,f,71641,60178.44,Rank 2,25,yes
36,f,44163,22964.76,Rank 3,16,yes
50,f,132210,113700.6,Rank 3,30,no
41,f,58992,54272.64,Rank 2,21,no
45,f,78030,62424,Rank 3,25,yes
45,f,36701,31562.86,Rank 2,25,yes
33,m,98894,84059.9,Rank 1,13,yes
44,f,75664,48424.96,Rank 2,24,yes
21,m,43967,40449.64,Rank 2,1,no
57,m,136610,121582.9,Rank 2,37,no
52,f,54557,51829.15,Rank 3,32,no
25,f,45742,29274.88,Rank 3,5,no
27,m,61815,36470.85,Rank 3,7,yes
55,m,116805,92275.95,Rank 2,35,no
49,m,124294,100678.14,Rank 2,29,no
41,m,97526,74119.76,Rank 1,21,yes
58,m,72372,67305.96,Rank 3,38,no
61,m,54455,31583.9,Rank 3,41,no
62,m,72209,44769.58,Rank 3,42,no
59,f,124726,83566.42,Rank 2,39,no
41,m,65915,48777.1,Rank 3,21,yes
25,m,38264,33289.68,Rank 2,5,no
45,f,101941,59125.78,Rank 3,25,yes
56,f,112895,88058.1,Rank 2,36,no
27,m,86596,49359.72,Rank 1,7,yes
62,f,51923,39461.48,Rank 3,42,no
26,m,97467,68226.9,Rank 2,6,yes
28,f,38859,20206.68,Rank 2,8,yes
39,f,81218,57664.78,Rank 3,19,yes
63,m,71590,45817.6,Rank 1,43,yes
22,m,23756,16391.64,Rank 2,2,no
40,m,59459,41621.3,Rank 3,20,yes
32,m,58351,32093.05,Rank 3,12,yes
49,f,103396,90988.48,Rank 2,29,no
50,m,81972,56560.68,Rank 3,30,no
62,m,129406,72467.36,Rank 3,42,no
23,f,27351,19966.23,Rank 1,3,no
36,m,28868,28001.96,Rank 1,16,no
51,f,105059,68288.35,Rank 3,31,no
48,m,51347,47239.24,Rank 1,28,no
50,f,112295,70745.85,Rank 3,30,no
58,m,80940,66370.8,Rank 2,38,no
63,m,52648,48962.64,Rank 2,43,no
20,f,48188,46260.48,Rank 2,0,no
28,f,65362,64708.38,Rank 2,8,no
32,f,60969,48775.2,Rank 2,12,yes
56,m,116893,90007.61,Rank 1,36,yes
32,m,49396,41986.6,Rank 1,12,yes
30,m,91353,87698.88,Rank 2,10,no
55,m,74840,67356,Rank 3,35,no
23,m,25834,19892.18,Rank 2,3,no
27,m,86880,52996.8,Rank 1,7,yes
43,m,40175,40175,Rank 3,23,no
23,m,41335,32241.3,Rank 3,3,no
23,m,36726,20566.56,Rank 3,3,no
53,f,63161,53055.24,Rank 3,33,no
55,f,148744,126432.4,Rank 1,35,yes
28,f,45717,26515.86,Rank 3,8,yes
48,m,95900,83433,Rank 2,28,no
50,f,84634,59243.8,Rank 2,30,no
44,f,96353,93462.41,Rank 2,24,no
55,f,98093,89264.63,Rank 3,35,no
27,f,28107,25858.44,Rank 3,7,no
36,m,66791,63451.45,Rank 2,16,no
22,f,23353,13077.68,Rank 1,2,yes
38,f,46298,38890.32,Rank 1,18,yes
54,m,41997,40737.09,Rank 3,34,no
35,m,65368,39220.8,Rank 3,15,yes
22,m,42940,24475.8,Rank 2,2,no
48,f,138197,96737.9,Rank 3,28,no
24,f,36529,29588.49,Rank 2,4,no
43,f,56342,45073.6,Rank 1,23,yes
58,m,78578,39289,Rank 3,38,no
61,f,101055,68717.4,Rank 1,41,yes
29,f,30650,18083.5,Rank 2,9,yes
38,f,96032,87389.12,Rank 3,18,yes
38,f,83096,71462.56,Rank 2,18,yes
44,m,39973,26781.91,Rank 1,24,yes
29,f,36300,27951,Rank 2,9,yes
47,f,76077,64665.45,Rank 1,27,yes
50,f,122532,84547.08,Rank 3,30,no
55,f,54028,46464.08,Rank 1,35,yes
21,m,45436,38166.24,Rank 2,1,no
47,f,84114,47103.84,Rank 2,27,no
39,m,80849,49317.89,Rank 1,19,yes
44,m,52342,46584.38,Rank 2,24,yes
33,m,79296,61057.92,Rank 2,13,yes
34,f,42830,23128.2,Rank 1,14,yes
46,f,108287,92043.95,Rank 2,26,no
37,f,71343,49226.67,Rank 1,17,yes
42,m,84903,44149.56,Rank 2,22,yes
42,m,42621,33670.59,Rank 2,22,yes
58,m,109208,80813.92,Rank 1,38,yes
44,m,59251,34365.58,Rank 2,24,yes
54,m,94393,60411.52,Rank 2,34,no
43,m,58176,32578.56,Rank 3,23,yes
35,f,76618,75851.82,Rank 2,15,no
43,m,45110,42854.5,Rank 1,23,no
24,f,40488,40083.12,Rank 1,4,no
44,f,61202,38557.26,Rank 1,24,yes
48,f,118865,78450.9,Rank 1,28,yes
45,f,147891,140496.45,Rank 3,25,yes
32,m,69006,62105.4,Rank 2,12,yes
40,f,26168,24336.24,Rank 2,20,no
61,f,90918,67279.32,Rank 3,41,no
42,f,29280,14932.8,Rank 3,22,yes
50,f,95264,84784.96,Rank 3,30,no
23,m,38161,35489.73,Rank 3,3,no
56,f,146560,92332.8,Rank 1,36,yes
36,m,74645,70166.3,Rank 1,16,no
56,m,144134,96569.78,Rank 2,36,no
31,f,75886,69056.26,Rank 2,11,yes
41,m,57776,47954.08,Rank 3,21,yes
33,m,73951,69513.94,Rank 1,13,no
34,f,53066,52535.34,Rank 3,14,no
21,f,36935,19944.9,Rank 2,1,no
40,m,41940,41101.2,Rank 2,20,no
55,f,51493,47888.49,Rank 3,35,no
37,m,85327,66555.06,Rank 2,17,yes
29,f,39011,25357.15,Rank 3,9,yes
58,m,91794,87204.3,Rank 3,38,no
26,m,38293,21061.15,Rank 3,6,yes
30,m,40482,37243.44,Rank 3,10,no
57,m,104068,103027.32,Rank 3,37,no
35,f,49933,34953.1,Rank 2,15,yes
27,f,75707,45424.2,Rank 2,7,yes
63,f,140225,102364.25,Rank 3,43,no
27,f,59900,47321,Rank 3,7,yes
25,f,93376,48555.52,Rank 3,5,no
28,m,56403,50198.67,Rank 1,8,yes
27,m,54192,53650.08,Rank 2,7,no
21,f,33018,18820.26,Rank 2,1,no
29,f,27133,26319.01,Rank 3,9,no
35,f,78538,62045.02,Rank 1,15,yes
51,m,88476,65472.24,Rank 1,31,yes
33,f,71638,53012.12,Rank 3,13,yes
24,f,41172,30467.28,Rank 3,4,no
28,f,73882,65754.98,Rank 2,8,yes
23,f,17467,17292.33,Rank 1,3,no
55,f,118385,95891.85,Rank 1,35,yes
48,f,76983,52348.44,Rank 1,28,yes
48,f,105391,73773.7,Rank 2,28,no
30,m,44178,24739.68,Rank 3,10,yes
53,f,67805,61024.5,Rank 3,33,no
64,f,111782,79365.22,Rank 2,44,no
27,m,43229,29828.01,Rank 3,7,yes
21,f,28315,24350.9,Rank 1,1,no
30,f,48126,28394.34,Rank 2,10,yes
53,m,128979,104472.99,Rank 3,33,no
37,m,49543,29725.8,Rank 3,17,yes
49,f,120840,107547.6,Rank 3,29,no
24,f,18211,16025.68,Rank 2,4,no
33,f,74617,40293.18,Rank 2,13,yes
42,f,82709,74438.1,Rank 3,22,yes
34,f,66069,59462.1,Rank 1,14,yes
49,f,69359,65891.05,Rank 3,29,no
28,f,84169,59759.99,Rank 3,8,yes
54,f,135135,91891.8,Rank 3,34,no
35,f,45390,34496.4,Rank 3,15,yes
48,f,131053,95668.69,Rank 2,28,no
31,m,93734,84360.6,Rank 3,11,yes
39,m,59579,31576.87,Rank 3,19,yes
35,m,80248,72223.2,Rank 1,15,yes
41,m,86726,80655.18,Rank 2,21,yes
53,m,136095,100710.3,Rank 3,33,no
52,m,116877,98176.68,Rank 3,32,no
22,m,44686,37983.1,Rank 3,2,no
37,m,39172,23503.2,Rank 2,17,yes
35,f,33446,17726.38,Rank 1,15,yes
42,m,92933,74346.4,Rank 1,22,yes
25,m,57363,37859.58,Rank 2,5,no
49,f,120118,90088.5,Rank 2,29,no
27,f,45000,45000,Rank 1,7,no
51,m,49466,35120.86,Rank 1,31,yes
51,f,80600,45136,Rank 2,31,no
27,m,83240,66592,Rank 1,7,yes
42,f,50296,30680.56,Rank 3,22,yes
41,f,34224,28405.92,Rank 3,21,yes
48,m,78256,46171.04,Rank 3,28,no
42,f,66344,61699.92,Rank 3,22,no
30,f,74721,62765.64,Rank 2,10,yes
46,m,80941,64752.8,Rank 2,26,no
23,f,48211,46764.67,Rank 2,3,no
30,f,57102,41684.46,Rank 1,10,yes
33,m,36743,27189.82,Rank 3,13,yes
42,m,69457,50009.04,Rank 1,22,yes
54,m,35633,27793.74,Rank 2,34,no
46,f,121455,78945.75,Rank 2,26,no
37,f,28962,21721.5,Rank 1,17,yes
45,m,83878,61230.94,Rank 3,25,yes
38,f,90428,74150.96,Rank 1,18,yes
40,f,89961,52177.38,Rank 2,20,yes
23,m,27103,22224.46,Rank 3,3,no
62,m,120006,88804.44,Rank 1,42,yes
53,f,72274,63601.12,Rank 1,33,yes
47,m,81131,45433.36,Rank 3,27,no
24,f,41455,40625.9,Rank 2,4,no
61,m,56318,33790.8,Rank 3,41,no
64,f,81783,55612.44,Rank 1,44,yes
23,m,47347,27934.73,Rank 2,3,no
42,f,54318,30961.26,Rank 2,22,yes
21,f,25216,15381.76,Rank 1,1,no
21,f,38322,27591.84,Rank 3,1,no
20,f,24346,19233.34,Rank 3,0,no
37,m,90295,77653.7,Rank 3,17,yes
36,m,25716,16201.08,Rank 1,16,yes
21,m,30251,22688.25,Rank 2,1,no
56,m,106563,101234.85,Rank 2,36,no
46,f,47184,28310.4,Rank 1,26,yes
35,f,76204,70869.72,Rank 1,15,yes
60,m,70382,68270.54,Rank 1,40,no
35,f,72121,67072.53,Rank 1,15,yes
33,m,33147,28174.95,Rank 3,13,no
20,f,18784,15402.88,Rank 2,0,no
31,f,62858,33943.32,Rank 1,11,yes
33,m,41941,27681.06,Rank 1,13,yes
23,m,20704,12008.32,Rank 1,3,no
46,f,75859,37929.5,Rank 3,26,no
61,m,113431,72595.84,Rank 2,41,no
42,f,44635,33476.25,Rank 1,22,yes
51,m,38978,30792.62,Rank 2,31,no
61,f,69715,46011.9,Rank 2,41,no
25,f,36980,19599.4,Rank 2,5,no
30,f,48389,31452.85,Rank 1,10,yes
51,f,145316,122065.44,Rank 3,31,no
40,f,83012,64749.36,Rank 1,20,yes
64,m,36888,26190.48,Rank 1,44,yes
43,m,37254,23470.02,Rank 2,23,yes
64,f,124475,94601,Rank 3,44,no
45,f,90575,80611.75,Rank 2,25,yes
36,f,60385,51931.1,Rank 2,16,yes
48,f,76546,38273,Rank 2,28,no
49,f,99990,65993.4,Rank 2,29,no
39,f,59969,49174.58,Rank 3,19,yes
27,m,90813,61752.84,Rank 1,7,yes
35,f,88618,80642.38,Rank 3,15,yes
40,m,50044,46040.48,Rank 3,20,no
41,f,43093,39645.56,Rank 2,21,no
28,m,97966,84250.76,Rank 3,8,yes
24,m,22083,15237.27,Rank 3,4,no
26,m,98912,76162.24,Rank 3,6,yes
62,m,85661,47970.16,Rank 3,42,no
63,f,69528,46583.76,Rank 3,43,no
54,f,60694,56445.42,Rank 1,34,no
44,m,76301,53410.7,Rank 1,24,yes
41,m,86571,78779.61,Rank 3,21,yes
48,f,87141,69712.8,Rank 2,28,no
30,f,57277,44676.06,Rank 1,10,yes
39,m,51615,33033.6,Rank 2,19,yes
38,m,61878,48883.62,Rank 3,18,yes
23,f,36748,20211.4,Rank 3,3,no
30,m,92012,80050.44,Rank 2,10,yes
25,m,93742,90929.74,Rank 1,5,no
47,f,94080,86553.6,Rank 1,27,yes
23,m,18053,12276.04,Rank 1,3,no
42,m,30227,21158.9,Rank 2,22,yes
50,m,44251,28763.15,Rank 1,30,yes
37,m,50967,47908.98,Rank 1,17,no
31,m,61414,31935.28,Rank 2,11,yes
41,f,67575,58790.25,Rank 3,21,yes
20,m,41290,21883.7,Rank 3,0,no
32,f,96855,77484,Rank 1,12,yes
43,f,32994,32994,Rank 2,23,no
57,m,102344,96203.36,Rank 3,37,no
34,f,63011,53559.35,Rank 1,14,yes
47,f,59393,33854.01,Rank 3,27,no
41,m,74009,63647.74,Rank 2,21,yes
32,f,51220,33293,Rank 3,12,yes
45,m,94290,94290,Rank 1,25,no
57,m,93261,57821.82,Rank 3,37,no
59,m,64459,59302.28,Rank 1,39,yes
52,f,102982,82385.6,Rank 1,32,yes
37,m,78591,51084.15,Rank 2,17,yes
21,m,29559,16553.04,Rank 1,1,no
32,m,30664,28824.16,Rank 1,12,no
44,f,30166,20211.22,Rank 2,24,yes
57,m,102547,85114.01,Rank 2,37,no
26,m,53608,27340.08,Rank 3,6,yes
56,f,139262,133691.52,Rank 2,36,no
65,f,131092,129781.08,Rank 3,45,no
41,f,73745,71532.65,Rank 2,21,no
22,f,36742,22780.04,Rank 3,2,no
57,f,70231,42138.6,Rank 3,37,no
64,f,105011,81908.58,Rank 3,44,no
45,m,49449,44009.61,Rank 1,25,yes
56,m,103148,97990.6,Rank 1,36,yes
32,m,35329,19784.24,Rank 3,12,yes
21,f,16796,8733.92,Rank 3,1,no
38,m,90921,63644.7,Rank 1,18,yes
21,m,21202,12721.2,Rank 2,1,no
42,f,48955,42590.85,Rank 2,22,yes
47,m,78929,71825.39,Rank 2,27,no
42,m,25799,23993.07,Rank 3,22,no
24,m,34127,29690.49,Rank 3,4,no
45,m,90338,68656.88,Rank 3,25,yes
20,f,21392,21392,Rank 3,0,no
37,m,96408,49168.08,Rank 3,17,yes
62,f,42538,23395.9,Rank 2,42,no
55,f,43072,41779.84,Rank 1,35,no
42,m,62855,58455.15,Rank 2,22,no
23,m,41889,28065.63,Rank 3,3,no
47,f,134671,125244.03,Rank 2,27,no
24,m,47831,36351.56,Rank 3,4,no
58,m,70357,66135.58,Rank 1,38,no
65,f,82765,56280.2,Rank 2,45,no
47,f,66040,39624,Rank 3,27,no
24,f,46407,26916.06,Rank 2,4,no
50,f,59905,55711.65,Rank 2,30,no
20,f,26447,15074.79,Rank 2,0,no
57,m,56274,42205.5,Rank 3,37,no
48,m,116836,63091.44,Rank 3,28,no
38,f,71069,49748.3,Rank 2,18,yes
35,m,45279,27620.19,Rank 2,15,yes
43,f,81377,78121.92,Rank 2,23,no
61,f,59486,47588.8,Rank 2,41,no
39,m,51358,40572.82,Rank 3,19,yes
20,m,37494,34119.54,Rank 1,0,no
63,f,101856,82503.36,Rank 3,43,no
36,m,72728,40727.68,Rank 3,16,yes
44,m,96728,85120.64,Rank 1,24,yes
48,m,147381,119378.61,Rank 3,28,no
50,m,120570,112130.1,Rank 1,30,yes
25,m,57456,54583.2,Rank 1,5,no
59,f,63188,53077.92,Rank 1,39,yes
52,f,127713,107278.92,Rank 2,32,no
60,m,60706,47957.74,Rank 3,40,no
39,f,61364,34977.48,Rank 3,19,yes
23,f,31936,27784.32,Rank 2,3,no
40,f,98944,56398.08,Rank 3,20,yes
27,m,71837,62498.19,Rank 3,7,yes
20,f,43516,21758,Rank 1,0,no
46,f,98062,80410.84,Rank 3,26,no
30,m,26118,25073.28,Rank 3,10,no
51,m,117865,60111.15,Rank 3,31,no
24,m,40428,31533.84,Rank 2,4,no
31,m,35347,32165.77,Rank 3,11,no
38,m,92335,77561.4,Rank 1,18,yes
55,m,78879,65469.57,Rank 3,35,no
62,f,98753,49376.5,Rank 3,42,no
